,qnum,orig_label,question,prompt,response,total,dem,ind,rep
28,5,3C,Legality of Nudity by Situation — In their own garden,Do you think the following are acceptable or unacceptable?,at a public beach,18,14,16,24
29,5,3C,Legality of Nudity by Situation — In their own garden,Do you think the following are acceptable or unacceptable?,Don’t know,23,24,23,20
30,5,3C,Legality of Nudity by Situation — In their own garden,Do you think the following are acceptable or unacceptable?,Prefer not to say,1,2,2,1
31,5,3C,Legality of Nudity by Situation — In their own garden,Do you think the following are acceptable or unacceptable?,Totals,100,100,100,100
32,6,3D,Legality of Nudity by Situation — In a sauna,"Generally speaking, how self-conscious would you say you are about your physical appearance, i.e. how your",Very self-conscious,44,55,39,37
33,6,3D,Legality of Nudity by Situation — In a sauna,"Generally speaking, how self-conscious would you say you are about your physical appearance, i.e. how your",Fairly self-conscious,32,21,33,41
34,6,3D,Legality of Nudity by Situation — In a sauna,"Generally speaking, how self-conscious would you say you are about your physical appearance, i.e. how your",Not very self-conscious,24,23,26,21
35,6,3D,Legality of Nudity by Situation — In a sauna,"Generally speaking, how self-conscious would you say you are about your physical appearance, i.e. how your",Not self-conscious at all,1,1,2,0
36,6,3D,Legality of Nudity by Situation — In a sauna,"Generally speaking, how self-conscious would you say you are about your physical appearance, i.e. how your",Don’t know,101,100,100,99
37,7,3E,"Legality of Nudity by Situation — While swimming in a natural body of water (e.g. a river, a lake, the sea)","Excluding when you were a child, how often, if at all, have you ever done the following?",center,30,37,31,22
38,7,3E,"Legality of Nudity by Situation — While swimming in a natural body of water (e.g. a river, a lake, the sea)","Excluding when you were a child, how often, if at all, have you ever done the following?",a public park,41,36,34,55
39,7,3E,"Legality of Nudity by Situation — While swimming in a natural body of water (e.g. a river, a lake, the sea)","Excluding when you were a child, how often, if at all, have you ever done the following?",pool,27,26,32,21
40,7,3E,"Legality of Nudity by Situation — While swimming in a natural body of water (e.g. a river, a lake, the sea)","Excluding when you were a child, how often, if at all, have you ever done the following?",a public beach,2,1,3,1
41,7,3E,"Legality of Nudity by Situation — While swimming in a natural body of water (e.g. a river, a lake, the sea)","Excluding when you were a child, how often, if at all, have you ever done the following?",campsite,100,100,100,99
42,8,3F,Legality of Nudity by Situation — Outside in the countryside,Do you associate public nudity more with...?,Sex and sexuality,29,32,29,25
43,8,3F,Legality of Nudity by Situation — Outside in the countryside,Do you associate public nudity more with...?,Non-sexual freedom,43,41,36,52
44,8,3F,Legality of Nudity by Situation — Outside in the countryside,Do you associate public nudity more with...?,Don’t know,27,26,33,23
45,8,3F,Legality of Nudity by Situation — Outside in the countryside,Do you associate public nudity more with...?,Prefer not to say,1,0,3,1
46,8,3F,Legality of Nudity by Situation — Outside in the countryside,Do you associate public nudity more with...?,Totals,100,99,101,101
47,9,3G,Legality of Nudity by Situation — At a public beach,Do you think it should be legal or illegal for an adult to be completely naked in the following situations?,Legal,8,9,9,8
48,9,3G,Legality of Nudity by Situation — At a public beach,Do you think it should be legal or illegal for an adult to be completely naked in the following situations?,Illegal,80,79,75,87
49,9,3G,Legality of Nudity by Situation — At a public beach,Do you think it should be legal or illegal for an adult to be completely naked in the following situations?,Don’t know,10,11,15,5
50,9,3G,Legality of Nudity by Situation — At a public beach,Do you think it should be legal or illegal for an adult to be completely naked in the following situations?,Prefer not to say,1,1,1,0
51,9,3G,Legality of Nudity by Situation — At a public beach,Do you think it should be legal or illegal for an adult to be completely naked in the following situations?,Totals,99,100,100,100
52,10,3H,Legality of Nudity by Situation — While swimming in a public swimming pool,Do you think it should be legal or illegal for an adult to be completely naked in the following situations?,Legal,6,6,6,6
53,10,3H,Legality of Nudity by Situation — While swimming in a public swimming pool,Do you think it should be legal or illegal for an adult to be completely naked in the following situations?,Illegal,86,86,81,90
54,10,3H,Legality of Nudity by Situation — While swimming in a public swimming pool,Do you think it should be legal or illegal for an adult to be completely naked in the following situations?,Don’t know,7,7,12,3
55,10,3H,Legality of Nudity by Situation — While swimming in a public swimming pool,Do you think it should be legal or illegal for an adult to be completely naked in the following situations?,Prefer not to say,1,1,1,1
56,10,3H,Legality of Nudity by Situation — While swimming in a public swimming pool,Do you think it should be legal or illegal for an adult to be completely naked in the following situations?,Totals,100,100,100,100
57,11,3I,Legality of Nudity by Situation — Outside in a town or city center,Do you think it should be legal or illegal for an adult to be completely naked in the following situations?,Legal,5,5,6,3
58,11,3I,Legality of Nudity by Situation — Outside in a town or city center,Do you think it should be legal or illegal for an adult to be completely naked in the following situations?,Illegal,84,86,76,91
59,11,3I,Legality of Nudity by Situation — Outside in a town or city center,Do you think it should be legal or illegal for an adult to be completely naked in the following situations?,Don’t know,10,8,16,5
60,11,3I,Legality of Nudity by Situation — Outside in a town or city center,Do you think it should be legal or illegal for an adult to be completely naked in the following situations?,Prefer not to say,1,1,1,1
61,11,3I,Legality of Nudity by Situation — Outside in a town or city center,Do you think it should be legal or illegal for an adult to be completely naked in the following situations?,Totals,100,100,99,100
62,12,3J,Legality of Nudity by Situation — In a public park,Do you think it should be legal or illegal for an adult to be completely naked in the following situations?,Legal,5,3,7,4
63,12,3J,Legality of Nudity by Situation — In a public park,Do you think it should be legal or illegal for an adult to be completely naked in the following situations?,Illegal,89,91,84,93
64,12,3J,Legality of Nudity by Situation — In a public park,Do you think it should be legal or illegal for an adult to be completely naked in the following situations?,Don’t know,5,5,7,3
65,12,3J,Legality of Nudity by Situation — In a public park,Do you think it should be legal or illegal for an adult to be completely naked in the following situations?,Prefer not to say,1,1,1,0
66,12,3J,Legality of Nudity by Situation — In a public park,Do you think it should be legal or illegal for an adult to be completely naked in the following situations?,Totals,100,100,99,100
67,13,4A,Acceptability of Nudity by Situation — At a private nudist site,Do you think it is acceptable or unacceptable for an adult to be completely naked in the following situations?,Completely acceptable,73,81,75,64
68,13,4A,Acceptability of Nudity by Situation — At a private nudist site,Do you think it is acceptable or unacceptable for an adult to be completely naked in the following situations?,Somewhat acceptable,12,10,11,16
69,13,4A,Acceptability of Nudity by Situation — At a private nudist site,Do you think it is acceptable or unacceptable for an adult to be completely naked in the following situations?,Somewhat unacceptable,3,4,2,4
70,13,4A,Acceptability of Nudity by Situation — At a private nudist site,Do you think it is acceptable or unacceptable for an adult to be completely naked in the following situations?,Completely unacceptable,6,3,5,9
71,13,4A,Acceptability of Nudity by Situation — At a private nudist site,Do you think it is acceptable or unacceptable for an adult to be completely naked in the following situations?,Don’t know,5,2,6,6
72,13,4A,Acceptability of Nudity by Situation — At a private nudist site,Do you think it is acceptable or unacceptable for an adult to be completely naked in the following situations?,Prefer not to say,1,1,1,1
73,13,4A,Acceptability of Nudity by Situation — At a private nudist site,Do you think it is acceptable or unacceptable for an adult to be completely naked in the following situations?,Totals,100,101,100,100
74,14,4B,Acceptability of Nudity by Situation — At a public nudist beach,Do you think it is acceptable or unacceptable for an adult to be completely naked in the following situations?,Completely acceptable,63,67,69,53
75,14,4B,Acceptability of Nudity by Situation — At a public nudist beach,Do you think it is acceptable or unacceptable for an adult to be completely naked in the following situations?,Somewhat acceptable,16,15,13,21
76,14,4B,Acceptability of Nudity by Situation — At a public nudist beach,Do you think it is acceptable or unacceptable for an adult to be completely naked in the following situations?,Somewhat unacceptable,4,5,2,4
77,14,4B,Acceptability of Nudity by Situation — At a public nudist beach,Do you think it is acceptable or unacceptable for an adult to be completely naked in the following situations?,Completely unacceptable,11,8,8,16
78,14,4B,Acceptability of Nudity by Situation — At a public nudist beach,Do you think it is acceptable or unacceptable for an adult to be completely naked in the following situations?,Don’t know,5,4,6,5
79,14,4B,Acceptability of Nudity by Situation — At a public nudist beach,Do you think it is acceptable or unacceptable for an adult to be completely naked in the following situations?,Prefer not to say,1,1,1,1
80,14,4B,Acceptability of Nudity by Situation — At a public nudist beach,Do you think it is acceptable or unacceptable for an adult to be completely naked in the following situations?,Totals,100,100,99,100
81,15,4C,Acceptability of Nudity by Situation — In their own garden,Do you think it is acceptable or unacceptable for an adult to be completely naked in the following situations?,Completely acceptable,34,32,38,33
82,15,4C,Acceptability of Nudity by Situation — In their own garden,Do you think it is acceptable or unacceptable for an adult to be completely naked in the following situations?,Somewhat acceptable,28,34,24,28
83,15,4C,Acceptability of Nudity by Situation — In their own garden,Do you think it is acceptable or unacceptable for an adult to be completely naked in the following situations?,Somewhat unacceptable,10,10,8,12
84,15,4C,Acceptability of Nudity by Situation — In their own garden,Do you think it is acceptable or unacceptable for an adult to be completely naked in the following situations?,Completely unacceptable,15,12,13,19
85,15,4C,Acceptability of Nudity by Situation — In their own garden,Do you think it is acceptable or unacceptable for an adult to be completely naked in the following situations?,Don’t know,12,11,15,8
86,15,4C,Acceptability of Nudity by Situation — In their own garden,Do you think it is acceptable or unacceptable for an adult to be completely naked in the following situations?,Prefer not to say,1,1,1,0
87,15,4C,Acceptability of Nudity by Situation — In their own garden,Do you think it is acceptable or unacceptable for an adult to be completely naked in the following situations?,Totals,100,100,99,100
88,16,4D,Acceptability of Nudity by Situation — In a sauna,Do you think it is acceptable or unacceptable for an adult to be completely naked in the following situations?,Completely acceptable,24,29,25,19
89,16,4D,Acceptability of Nudity by Situation — In a sauna,Do you think it is acceptable or unacceptable for an adult to be completely naked in the following situations?,Somewhat acceptable,22,29,19,19
90,16,4D,Acceptability of Nudity by Situation — In a sauna,Do you think it is acceptable or unacceptable for an adult to be completely naked in the following situations?,Somewhat unacceptable,16,15,18,16
91,16,4D,Acceptability of Nudity by Situation — In a sauna,Do you think it is acceptable or unacceptable for an adult to be completely naked in the following situations?,Completely unacceptable,24,15,22,34
92,16,4D,Acceptability of Nudity by Situation — In a sauna,Do you think it is acceptable or unacceptable for an adult to be completely naked in the following situations?,Don’t know,13,12,15,12
93,16,4D,Acceptability of Nudity by Situation — In a sauna,Do you think it is acceptable or unacceptable for an adult to be completely naked in the following situations?,Prefer not to say,1,1,2,0
94,16,4D,Acceptability of Nudity by Situation — In a sauna,Do you think it is acceptable or unacceptable for an adult to be completely naked in the following situations?,Totals,100,101,101,100
95,17,4E,"Acceptability of Nudity by Situation — While swimming in a natural body of water (e.g. a river, a lake, the sea)",Do you think it is acceptable or unacceptable for an adult to be completely naked in the following situations?,Completely acceptable,12,11,14,9
96,17,4E,"Acceptability of Nudity by Situation — While swimming in a natural body of water (e.g. a river, a lake, the sea)",Do you think it is acceptable or unacceptable for an adult to be completely naked in the following situations?,Somewhat acceptable,23,28,18,22
97,17,4E,"Acceptability of Nudity by Situation — While swimming in a natural body of water (e.g. a river, a lake, the sea)",Do you think it is acceptable or unacceptable for an adult to be completely naked in the following situations?,Somewhat unacceptable,19,20,21,18
98,17,4E,"Acceptability of Nudity by Situation — While swimming in a natural body of water (e.g. a river, a lake, the sea)",Do you think it is acceptable or unacceptable for an adult to be completely naked in the following situations?,Completely unacceptable,32,27,27,43
99,17,4E,"Acceptability of Nudity by Situation — While swimming in a natural body of water (e.g. a river, a lake, the sea)",Do you think it is acceptable or unacceptable for an adult to be completely naked in the following situations?,Don’t know,13,14,19,7
100,17,4E,"Acceptability of Nudity by Situation — While swimming in a natural body of water (e.g. a river, a lake, the sea)",Do you think it is acceptable or unacceptable for an adult to be completely naked in the following situations?,Prefer not to say,1,1,2,0
101,17,4E,"Acceptability of Nudity by Situation — While swimming in a natural body of water (e.g. a river, a lake, the sea)",Do you think it is acceptable or unacceptable for an adult to be completely naked in the following situations?,Totals,100,101,101,99
102,18,4F,Acceptability of Nudity by Situation — Outside in the countryside,Do you think it is acceptable or unacceptable for an adult to be completely naked in the following situations?,Completely acceptable,11,10,12,10
103,18,4F,Acceptability of Nudity by Situation — Outside in the countryside,Do you think it is acceptable or unacceptable for an adult to be completely naked in the following situations?,Somewhat acceptable,23,27,23,19
104,18,4F,Acceptability of Nudity by Situation — Outside in the countryside,Do you think it is acceptable or unacceptable for an adult to be completely naked in the following situations?,Somewhat unacceptable,16,16,14,17
105,18,4F,Acceptability of Nudity by Situation — Outside in the countryside,Do you think it is acceptable or unacceptable for an adult to be completely naked in the following situations?,Completely unacceptable,35,34,27,44
106,18,4F,Acceptability of Nudity by Situation — Outside in the countryside,Do you think it is acceptable or unacceptable for an adult to be completely naked in the following situations?,Don’t know,15,12,22,9
107,18,4F,Acceptability of Nudity by Situation — Outside in the countryside,Do you think it is acceptable or unacceptable for an adult to be completely naked in the following situations?,Prefer not to say,1,1,2,0
108,18,4F,Acceptability of Nudity by Situation — Outside in the countryside,Do you think it is acceptable or unacceptable for an adult to be completely naked in the following situations?,Totals,101,100,100,99
109,19,4G,Acceptability of Nudity by Situation — At a public beach,Do you think it is acceptable or unacceptable for an adult to be completely naked in the following situations?,Completely acceptable,4,3,6,4
110,19,4G,Acceptability of Nudity by Situation — At a public beach,Do you think it is acceptable or unacceptable for an adult to be completely naked in the following situations?,Somewhat acceptable,4,5,3,4
111,19,4G,Acceptability of Nudity by Situation — At a public beach,Do you think it is acceptable or unacceptable for an adult to be completely naked in the following situations?,Somewhat unacceptable,11,18,8,7
112,19,4G,Acceptability of Nudity by Situation — At a public beach,Do you think it is acceptable or unacceptable for an adult to be completely naked in the following situations?,Completely unacceptable,75,71,72,83
113,19,4G,Acceptability of Nudity by Situation — At a public beach,Do you think it is acceptable or unacceptable for an adult to be completely naked in the following situations?,Don’t know,5,3,9,3
114,19,4G,Acceptability of Nudity by Situation — At a public beach,Do you think it is acceptable or unacceptable for an adult to be completely naked in the following situations?,Prefer not to say,1,0,1,0
115,19,4G,Acceptability of Nudity by Situation — At a public beach,Do you think it is acceptable or unacceptable for an adult to be completely naked in the following situations?,Totals,100,100,99,101
116,20,4H,Acceptability of Nudity by Situation — In a public park,Do you think it is acceptable or unacceptable for an adult to be completely naked in the following situations?,Completely acceptable,3,2,4,3
117,20,4H,Acceptability of Nudity by Situation — In a public park,Do you think it is acceptable or unacceptable for an adult to be completely naked in the following situations?,Somewhat acceptable,2,3,1,2
118,20,4H,Acceptability of Nudity by Situation — In a public park,Do you think it is acceptable or unacceptable for an adult to be completely naked in the following situations?,Somewhat unacceptable,7,10,4,6
119,20,4H,Acceptability of Nudity by Situation — In a public park,Do you think it is acceptable or unacceptable for an adult to be completely naked in the following situations?,Completely unacceptable,84,82,83,86
120,20,4H,Acceptability of Nudity by Situation — In a public park,Do you think it is acceptable or unacceptable for an adult to be completely naked in the following situations?,Don’t know,4,2,7,2
121,20,4H,Acceptability of Nudity by Situation — In a public park,Do you think it is acceptable or unacceptable for an adult to be completely naked in the following situations?,Prefer not to say,1,0,1,0
122,20,4H,Acceptability of Nudity by Situation — In a public park,Do you think it is acceptable or unacceptable for an adult to be completely naked in the following situations?,Totals,101,99,100,99
123,21,4I,Acceptability of Nudity by Situation — Outside in a town or city center,Do you think it is acceptable or unacceptable for an adult to be completely naked in the following situations?,Completely acceptable,2,2,4,2
124,21,4I,Acceptability of Nudity by Situation — Outside in a town or city center,Do you think it is acceptable or unacceptable for an adult to be completely naked in the following situations?,Somewhat acceptable,3,4,3,2
125,21,4I,Acceptability of Nudity by Situation — Outside in a town or city center,Do you think it is acceptable or unacceptable for an adult to be completely naked in the following situations?,Somewhat unacceptable,10,12,10,8
126,21,4I,Acceptability of Nudity by Situation — Outside in a town or city center,Do you think it is acceptable or unacceptable for an adult to be completely naked in the following situations?,Completely unacceptable,76,76,69,84
127,21,4I,Acceptability of Nudity by Situation — Outside in a town or city center,Do you think it is acceptable or unacceptable for an adult to be completely naked in the following situations?,Don’t know,8,6,13,3
128,21,4I,Acceptability of Nudity by Situation — Outside in a town or city center,Do you think it is acceptable or unacceptable for an adult to be completely naked in the following situations?,Prefer not to say,1,1,1,0
129,21,4I,Acceptability of Nudity by Situation — Outside in a town or city center,Do you think it is acceptable or unacceptable for an adult to be completely naked in the following situations?,Totals,100,101,100,99
130,22,4J,Acceptability of Nudity by Situation — While swimming in a public swimming pool,Do you think it is acceptable or unacceptable for an adult to be completely naked in the following situations?,Completely acceptable,2,1,3,2
131,22,4J,Acceptability of Nudity by Situation — While swimming in a public swimming pool,Do you think it is acceptable or unacceptable for an adult to be completely naked in the following situations?,Somewhat acceptable,2,2,1,3
132,22,4J,Acceptability of Nudity by Situation — While swimming in a public swimming pool,Do you think it is acceptable or unacceptable for an adult to be completely naked in the following situations?,Somewhat unacceptable,10,17,7,6
133,22,4J,Acceptability of Nudity by Situation — While swimming in a public swimming pool,Do you think it is acceptable or unacceptable for an adult to be completely naked in the following situations?,Completely unacceptable,81,77,79,86
134,22,4J,Acceptability of Nudity by Situation — While swimming in a public swimming pool,Do you think it is acceptable or unacceptable for an adult to be completely naked in the following situations?,Don’t know,4,2,8,2
135,22,4J,Acceptability of Nudity by Situation — While swimming in a public swimming pool,Do you think it is acceptable or unacceptable for an adult to be completely naked in the following situations?,Prefer not to say,1,0,2,0
136,22,4J,Acceptability of Nudity by Situation — While swimming in a public swimming pool,Do you think it is acceptable or unacceptable for an adult to be completely naked in the following situations?,Totals,100,99,100,99
137,23,5A,Accepability of Toplessness in Public Beaches — For a man to be topless at a public beach,Do you think the following are acceptable or unacceptable?,Completely acceptable,73,73,69,76
138,23,5A,Accepability of Toplessness in Public Beaches — For a man to be topless at a public beach,Do you think the following are acceptable or unacceptable?,Somewhat acceptable,12,14,11,11
139,23,5A,Accepability of Toplessness in Public Beaches — For a man to be topless at a public beach,Do you think the following are acceptable or unacceptable?,Somewhat unacceptable,5,4,7,4
140,23,5A,Accepability of Toplessness in Public Beaches — For a man to be topless at a public beach,Do you think the following are acceptable or unacceptable?,Completely unacceptable,4,3,4,5
141,23,5A,Accepability of Toplessness in Public Beaches — For a man to be topless at a public beach,Do you think the following are acceptable or unacceptable?,Don’t know,5,6,8,2
142,23,5A,Accepability of Toplessness in Public Beaches — For a man to be topless at a public beach,Do you think the following are acceptable or unacceptable?,Prefer not to say,1,1,1,1
143,23,5A,Accepability of Toplessness in Public Beaches — For a man to be topless at a public beach,Do you think the following are acceptable or unacceptable?,Totals,100,101,100,99
144,24,5B,Accepability of Toplessness in Public Beaches — For a woman to be topless at a public beach,Do you think the following are acceptable or unacceptable?,Completely acceptable,13,13,16,10
145,24,5B,Accepability of Toplessness in Public Beaches — For a woman to be topless at a public beach,Do you think the following are acceptable or unacceptable?,Somewhat acceptable,14,21,10,10
146,24,5B,Accepability of Toplessness in Public Beaches — For a woman to be topless at a public beach,Do you think the following are acceptable or unacceptable?,Somewhat unacceptable,20,22,23,14
147,24,5B,Accepability of Toplessness in Public Beaches — For a woman to be topless at a public beach,Do you think the following are acceptable or unacceptable?,Completely unacceptable,46,35,41,61
148,24,5B,Accepability of Toplessness in Public Beaches — For a woman to be topless at a public beach,Do you think the following are acceptable or unacceptable?,Don’t know,6,7,8,3
149,24,5B,Accepability of Toplessness in Public Beaches — For a woman to be topless at a public beach,Do you think the following are acceptable or unacceptable?,Prefer not to say,1,1,1,1
150,24,5B,Accepability of Toplessness in Public Beaches — For a woman to be topless at a public beach,Do you think the following are acceptable or unacceptable?,Totals,100,99,99,99
151,25,6,Self-Consciousness,"Generally speaking, how self-conscious would you say you are about your physical appearance, i.e. how your face and body look?",Very self-conscious,25,23,19,32
152,25,6,Self-Consciousness,"Generally speaking, how self-conscious would you say you are about your physical appearance, i.e. how your face and body look?",Fairly self-conscious,40,47,40,35
153,25,6,Self-Consciousness,"Generally speaking, how self-conscious would you say you are about your physical appearance, i.e. how your face and body look?",Not very self-conscious,21,19,20,23
154,25,6,Self-Consciousness,"Generally speaking, how self-conscious would you say you are about your physical appearance, i.e. how your face and body look?",Not self-conscious at all,9,8,10,9
155,25,6,Self-Consciousness,"Generally speaking, how self-conscious would you say you are about your physical appearance, i.e. how your face and body look?",Don’t know,3,3,6,1
156,25,6,Self-Consciousness,"Generally speaking, how self-conscious would you say you are about your physical appearance, i.e. how your face and body look?",Prefer not to say,2,0,3,1
157,25,6,Self-Consciousness,"Generally speaking, how self-conscious would you say you are about your physical appearance, i.e. how your face and body look?",Totals,100,100,98,101
158,26,7A,Experiences with Nudity — Been completely naked outside in a town or city center,"Excluding when you were a child, how often, if at all, have you ever done the following?",Have done this regularly,1,0,1,0
159,26,7A,Experiences with Nudity — Been completely naked outside in a town or city center,"Excluding when you were a child, how often, if at all, have you ever done the following?",this,1,1,1,2
160,26,7A,Experiences with Nudity — Been completely naked outside in a town or city center,"Excluding when you were a child, how often, if at all, have you ever done the following?",twice,3,2,2,3
161,26,7A,Experiences with Nudity — Been completely naked outside in a town or city center,"Excluding when you were a child, how often, if at all, have you ever done the following?",Have never done this,92,94,90,94
162,26,7A,Experiences with Nudity — Been completely naked outside in a town or city center,"Excluding when you were a child, how often, if at all, have you ever done the following?",Don’t know,3,2,5,1
163,26,7A,Experiences with Nudity — Been completely naked outside in a town or city center,"Excluding when you were a child, how often, if at all, have you ever done the following?",Prefer not to say,1,0,1,0
164,26,7A,Experiences with Nudity — Been completely naked outside in a town or city center,"Excluding when you were a child, how often, if at all, have you ever done the following?",Totals,101,99,100,100
165,27,7B,Experiences with Nudity — Been completely naked in a public park,"Excluding when you were a child, how often, if at all, have you ever done the following?",Have done this regularly,1,0,1,2
166,27,7B,Experiences with Nudity — Been completely naked in a public park,"Excluding when you were a child, how often, if at all, have you ever done the following?",this,0,0,0,1
167,27,7B,Experiences with Nudity — Been completely naked in a public park,"Excluding when you were a child, how often, if at all, have you ever done the following?",twice,3,3,4,3
168,27,7B,Experiences with Nudity — Been completely naked in a public park,"Excluding when you were a child, how often, if at all, have you ever done the following?",Have never done this,92,95,90,93
169,27,7B,Experiences with Nudity — Been completely naked in a public park,"Excluding when you were a child, how often, if at all, have you ever done the following?",Don’t know,2,1,3,1
170,27,7B,Experiences with Nudity — Been completely naked in a public park,"Excluding when you were a child, how often, if at all, have you ever done the following?",Prefer not to say,1,1,3,0
171,27,7B,Experiences with Nudity — Been completely naked in a public park,"Excluding when you were a child, how often, if at all, have you ever done the following?",Totals,99,100,101,100
172,28,7C,Experiences with Nudity — Been swimming completely naked in a public swimming pool,"Excluding when you were a child, how often, if at all, have you ever done the following?",Have done this regularly,1,1,2,1
173,28,7C,Experiences with Nudity — Been swimming completely naked in a public swimming pool,"Excluding when you were a child, how often, if at all, have you ever done the following?",this,2,1,0,4
174,28,7C,Experiences with Nudity — Been swimming completely naked in a public swimming pool,"Excluding when you were a child, how often, if at all, have you ever done the following?",twice,3,5,4,1
175,28,7C,Experiences with Nudity — Been swimming completely naked in a public swimming pool,"Excluding when you were a child, how often, if at all, have you ever done the following?",Have never done this,91,92,89,93
176,28,7C,Experiences with Nudity — Been swimming completely naked in a public swimming pool,"Excluding when you were a child, how often, if at all, have you ever done the following?",Don’t know,2,1,3,1
177,28,7C,Experiences with Nudity — Been swimming completely naked in a public swimming pool,"Excluding when you were a child, how often, if at all, have you ever done the following?",Prefer not to say,1,0,2,0
178,28,7C,Experiences with Nudity — Been swimming completely naked in a public swimming pool,"Excluding when you were a child, how often, if at all, have you ever done the following?",Totals,100,100,100,100
179,29,7D,Experiences with Nudity — Been completely naked at a public beach,"Excluding when you were a child, how often, if at all, have you ever done the following?",Have done this regularly,1,0,2,1
180,29,7D,Experiences with Nudity — Been completely naked at a public beach,"Excluding when you were a child, how often, if at all, have you ever done the following?",this,1,1,0,3
181,29,7D,Experiences with Nudity — Been completely naked at a public beach,"Excluding when you were a child, how often, if at all, have you ever done the following?",twice,3,4,4,2
182,29,7D,Experiences with Nudity — Been completely naked at a public beach,"Excluding when you were a child, how often, if at all, have you ever done the following?",Have never done this,91,93,88,92
183,29,7D,Experiences with Nudity — Been completely naked at a public beach,"Excluding when you were a child, how often, if at all, have you ever done the following?",Don’t know,2,1,4,1
184,29,7D,Experiences with Nudity — Been completely naked at a public beach,"Excluding when you were a child, how often, if at all, have you ever done the following?",Prefer not to say,1,0,1,1
185,29,7D,Experiences with Nudity — Been completely naked at a public beach,"Excluding when you were a child, how often, if at all, have you ever done the following?",Totals,99,99,99,100
186,30,7E,"Experiences with Nudity — Been completely naked in a dedicated nudist setting, like a nudist beach or campsite","Excluding when you were a child, how often, if at all, have you ever done the following?",Have done this regularly,2,1,3,2
187,30,7E,"Experiences with Nudity — Been completely naked in a dedicated nudist setting, like a nudist beach or campsite","Excluding when you were a child, how often, if at all, have you ever done the following?",this,3,3,2,3
188,30,7E,"Experiences with Nudity — Been completely naked in a dedicated nudist setting, like a nudist beach or campsite","Excluding when you were a child, how often, if at all, have you ever done the following?",twice,4,4,3,4
